u_AnnualSalary|u_AccountBalance|AnnualSalary|AccountBalance|LoanApproval|Gender
-55858.94|-146.44|44796.35|13364.33|-1.0|1
19344.71|824.81|120000.0|36814.05|1.0|0
-70655.29|747.46|30000.0|9835.58|-1.0|0
-40655.29|-1135.48|60000.0|16919.68|-1.0|0
-21358.94|-2444.02|79296.35|21378.85|-1.0|1
33141.06|1346.26|133796.35|41459.25|1.0|1
21641.06|-264.58|122296.35|36411.04|1.0|1
-655.29|943.01|100000.0|30954.22|1.0|0
-40655.29|1292.54|60000.0|19347.7|-1.0|0
9344.71|2060.67|110000.0|35060.9|1.0|0
9344.71|2879.5|110000.0|35879.73|1.0|0
4641.06|1522.03|105296.35|33116.33|1.0|1
39344.71|-1001.07|140000.0|40966.2|1.0|0
-30655.29|-5678.43|70000.0|15365.75|-1.0|0
-50358.94|-1668.66|50296.35|13486.07|-1.0|1
-30655.29|952.06|70000.0|21996.24|-1.0|0
19344.71|-334.41|120000.0|35654.83|1.0|0
37141.06|-3566.16|137796.35|37742.43|1.0|1
-40655.29|1593.38|60000.0|19648.54|-1.0|0
9344.71|4250.97|110000.0|37251.2|1.0|0
-40655.29|2153.46|60000.0|20208.62|-1.0|0
9344.71|-491.82|110000.0|32508.41|1.0|0
-40655.29|-3246.94|60000.0|14808.22|-1.0|0
-42858.94|-938.11|57796.35|16458.38|-1.0|1
-655.29|3427.42|100000.0|33438.63|1.0|0
29344.71|2989.69|130000.0|41967.94|1.0|0
59344.71|-743.57|160000.0|47201.72|1.0|0
49344.71|-2153.27|150000.0|42803.01|1.0|0
-8358.94|-1640.32|92296.35|26068.26|-1.0|1
-10655.29|1728.71|90000.0|28750.91|1.0|0
57641.06|-3304.25|158296.35|44131.82|1.0|1
-655.29|367.27|100000.0|30378.48|1.0|0
43141.06|214.08|143796.35|43316.08|1.0|1
45641.06|-3911.25|146296.35|39938.0|1.0|1
-655.29|5738.03|100000.0|35749.24|1.0|0
-50655.29|3022.37|50000.0|18088.52|-1.0|0
9344.71|3455.58|110000.0|36455.81|1.0|0
-655.29|1273.42|100000.0|31284.63|1.0|0
141.06|1996.51|100796.35|32245.75|1.0|1
-18358.94|369.97|82296.35|25089.54|-1.0|1
-30655.29|5132.21|70000.0|26176.39|-1.0|0
-20655.29|1598.97|80000.0|25632.16|-1.0|0
11641.06|290.1|112296.35|33976.71|1.0|1
-655.29|-792.27|100000.0|29218.94|1.0|0
9344.71|936.73|110000.0|33936.96|1.0|0
19344.71|-978.01|120000.0|35011.23|1.0|0
33141.06|-7063.89|133796.35|33049.1|1.0|1
-655.29|5675.83|100000.0|35687.04|1.0|0
-36858.94|-3838.45|63796.35|15351.45|-1.0|1
19344.71|3074.11|120000.0|39063.35|1.0|0
11641.06|3345.6|112296.35|37032.21|1.0|1
39344.71|-2016.98|140000.0|39950.29|1.0|0
-40655.29|1247.29|60000.0|19302.45|-1.0|0
-40655.29|-3426.56|60000.0|14628.6|-1.0|0
-655.29|-4231.2|100000.0|25780.01|1.0|0
-30655.29|1467.69|70000.0|22511.87|-1.0|0
-60655.29|1159.92|40000.0|13237.06|-1.0|0
-40655.29|-379.57|60000.0|17675.59|-1.0|0
9344.71|-2827.35|110000.0|30172.88|1.0|0
-20655.29|2216.6|80000.0|26249.79|-1.0|0
-20655.29|-4300.49|80000.0|19732.7|-1.0|0
29344.71|-421.22|130000.0|38557.03|1.0|0
19344.71|-4217.38|120000.0|31771.86|1.0|0
19344.71|-2275.23|120000.0|33714.01|1.0|0
-25858.94|-130.89|74796.35|22346.92|-1.0|1
49344.71|4253.4|150000.0|49209.68|1.0|0
-16858.94|-592.13|83796.35|24575.79|-1.0|1
4641.06|-1978.09|105296.35|29616.21|1.0|1
39344.71|-3142.77|140000.0|38824.5|1.0|0
-60655.29|-3097.04|40000.0|8980.1|-1.0|0
29344.71|-41.68|130000.0|38936.57|1.0|0
7141.06|-3489.42|107796.35|28852.13|1.0|1
-40655.29|498.56|60000.0|18553.72|-1.0|0
-5358.94|-2125.82|95296.35|26479.47|1.0|1
-15858.94|2281.75|84796.35|27748.57|-1.0|1
-25358.94|-2487.46|75296.35|20139.8|-1.0|1
-20655.29|1676.97|80000.0|25710.16|-1.0|0
-655.29|-739.84|100000.0|29271.37|1.0|0
29344.71|-2604.77|130000.0|36373.48|1.0|0
-655.29|-423.05|100000.0|29588.16|1.0|0
-30655.29|-2777.44|70000.0|18266.74|-1.0|0
-10655.29|-947.05|90000.0|26075.15|-1.0|0
9344.71|2051.06|110000.0|35051.29|1.0|0
-20655.29|-850.19|80000.0|23183.0|-1.0|0
-35858.94|5474.41|64796.35|24963.21|-1.0|1
26141.06|1247.97|126796.35|39268.65|1.0|1
-655.29|2723.15|100000.0|32734.36|1.0|0
-30655.29|-2758.27|70000.0|18285.91|-1.0|0
26141.06|4300.78|126796.35|42321.46|1.0|1
-655.29|-1263.04|100000.0|28748.17|1.0|0
84641.06|2282.58|185296.35|57788.98|1.0|1
39344.71|-2262.36|140000.0|39704.91|1.0|0
-3858.94|-2621.89|96796.35|26431.75|1.0|1
35641.06|1400.23|136296.35|42260.47|1.0|1
-32858.94|1763.75|67796.35|22149.25|-1.0|1
-39858.94|-235.13|60796.35|18058.06|-1.0|1
-70655.29|2504.46|30000.0|11592.58|-1.0|0
-8358.94|-103.45|92296.35|27605.13|1.0|1
29344.71|506.35|130000.0|39484.6|1.0|0
14141.06|1602.0|114796.35|36035.86|1.0|1
-25858.94|2995.12|74796.35|25472.93|-1.0|1
25641.06|-373.67|126296.35|37497.56|1.0|1
9344.71|1072.67|110000.0|34072.9|1.0|0
9344.71|-4499.29|110000.0|28500.94|1.0|0
-5358.94|4292.75|95296.35|32898.04|1.0|1
2641.06|5751.42|103296.35|36747.92|1.0|1
9344.71|4773.58|110000.0|37773.81|1.0|0
-50655.29|2429.17|50000.0|17495.32|-1.0|0
49344.71|-1082.1|150000.0|43874.18|1.0|0
19344.71|4151.57|120000.0|40140.81|1.0|0
29344.71|-290.69|130000.0|38687.56|1.0|0
-8858.94|-595.0|91796.35|26964.13|1.0|1
-40655.29|-642.88|60000.0|17412.28|-1.0|0
-43858.94|1142.66|56796.35|18240.25|-1.0|1
-655.29|2519.27|100000.0|32530.48|1.0|0
19344.71|2570.13|120000.0|38559.37|1.0|0
-29858.94|-3237.43|70796.35|18044.78|-1.0|1
9344.71|1052.87|110000.0|34053.1|1.0|0
49344.71|7003.84|150000.0|51960.12|1.0|0
39344.71|-595.61|140000.0|41371.66|1.0|0
-30655.29|-770.2|70000.0|20273.98|-1.0|0
-9858.94|-4319.59|90796.35|22940.64|-1.0|1
19344.71|-2156.08|120000.0|33833.16|1.0|0
14641.06|-1005.3|115296.35|33578.01|1.0|1
9344.71|-1946.38|110000.0|31053.85|1.0|0
-8358.94|5385.27|92296.35|33093.85|1.0|1
-8358.94|4431.13|92296.35|32139.71|1.0|1
59344.71|-483.1|160000.0|47462.19|1.0|0
39344.71|-2569.72|140000.0|39397.55|1.0|0
-30655.29|-1647.2|70000.0|19396.98|-1.0|0
-20655.29|-471.45|80000.0|23561.74|-1.0|0
-50655.29|779.93|50000.0|15846.08|-1.0|0
-10655.29|-828.2|90000.0|26194.0|-1.0|0
45641.06|-2725.72|146296.35|41123.53|1.0|1
-40655.29|2153.1|60000.0|20208.26|-1.0|0
27641.06|-708.48|128296.35|37760.55|1.0|1
19344.71|-1860.28|120000.0|34128.96|1.0|0
39344.71|-88.7|140000.0|41878.57|1.0|0
41641.06|-2342.02|142296.35|40311.63|1.0|1
-20655.29|-1984.64|80000.0|22048.55|-1.0|0
-655.29|2216.48|100000.0|32227.69|1.0|0
9344.71|3856.51|110000.0|36856.74|1.0|0
-9858.94|-3388.63|90796.35|23871.6|-1.0|1
-48858.94|1233.44|51796.35|16836.52|-1.0|1
20141.06|2566.89|120796.35|38794.16|1.0|1
44641.06|4886.77|145296.35|48437.12|1.0|1
9344.71|1112.76|110000.0|34112.99|1.0|0
29344.71|-2423.22|130000.0|36555.03|1.0|0
19344.71|609.35|120000.0|36598.59|1.0|0
-24358.94|1573.42|76296.35|24499.58|-1.0|1
19344.71|-1312.98|120000.0|34676.26|1.0|0
19344.71|333.72|120000.0|36322.96|1.0|0
-74358.94|1671.28|26296.35|9652.38|-1.0|1
-10655.29|-3170.16|90000.0|23852.04|-1.0|0
-50655.29|1079.57|50000.0|16145.72|-1.0|0
39344.71|2058.45|140000.0|44025.72|1.0|0
-10655.29|-1038.49|90000.0|25983.71|-1.0|0
-36858.94|1395.4|63796.35|20585.3|-1.0|1
79344.71|4531.8|180000.0|58455.12|1.0|0
25641.06|157.84|126296.35|38029.07|1.0|1
9344.71|-1151.18|110000.0|31849.05|1.0|0
32641.06|1435.64|133296.35|41399.18|1.0|1
-30655.29|-2685.41|70000.0|18358.77|-1.0|0
-10655.29|845.3|90000.0|27867.5|1.0|0
-655.29|-2646.33|100000.0|27364.88|1.0|0
-50655.29|-2778.36|50000.0|12287.79|-1.0|0
23141.06|-1720.93|123796.35|35403.04|1.0|1
-655.29|-4244.01|100000.0|25767.2|1.0|0
-26858.94|-838.07|73796.35|21340.84|-1.0|1
9344.71|-6262.89|110000.0|26737.34|1.0|0
9344.71|1460.48|110000.0|34460.71|1.0|0
74141.06|3129.75|174796.35|55497.69|1.0|1
-10655.29|1565.75|90000.0|28587.95|1.0|0
-30655.29|-1652.71|70000.0|19391.47|-1.0|0
19344.71|1740.42|120000.0|37729.66|1.0|0
-10655.29|-2712.98|90000.0|24309.22|-1.0|0
9344.71|-5476.85|110000.0|27523.38|1.0|0
49344.71|2401.89|150000.0|47358.17|1.0|0
-1358.94|-3293.17|99296.35|26507.72|1.0|1
79344.71|-1364.12|180000.0|52559.2|1.0|0
-20655.29|762.73|80000.0|24795.92|-1.0|0
-30655.29|2559.95|70000.0|23604.13|-1.0|0
-12858.94|-2155.23|87796.35|24208.3|-1.0|1
9344.71|-3352.56|110000.0|29647.67|1.0|0
51641.06|4221.97|152296.35|49864.63|1.0|1
-30655.29|519.87|70000.0|21564.05|-1.0|0
-39858.94|4416.74|60796.35|22709.93|-1.0|1
-59858.94|-1592.43|40796.35|10722.74|-1.0|1
-20655.29|100.52|80000.0|24133.71|-1.0|0
19344.71|-1263.43|120000.0|34725.81|1.0|0
29344.71|-770.78|130000.0|38207.47|1.0|0
-70655.29|5229.68|30000.0|14317.8|-1.0|0
-11358.94|-267.0|89296.35|26544.88|-1.0|1
1641.06|1586.26|102296.35|32283.86|1.0|1
19344.71|1917.32|120000.0|37906.56|1.0|0
19344.71|2486.25|120000.0|38475.49|1.0|0
89141.06|-4215.42|189796.35|52636.04|1.0|1
3141.06|1892.04|103796.35|33037.99|1.0|1
141.06|-272.48|100796.35|29976.76|1.0|1
19344.71|-1379.88|120000.0|34609.36|1.0|0
9344.71|-1020.4|110000.0|31979.83|1.0|0
59344.71|-1361.43|160000.0|46583.86|1.0|0
19344.71|-541.68|120000.0|35447.56|1.0|0
-30655.29|819.67|70000.0|21863.85|-1.0|0
-60655.29|3523.52|40000.0|15600.66|-1.0|0
-5858.94|-2306.41|94796.35|26149.43|1.0|1
-30655.29|877.47|70000.0|21921.65|-1.0|0
-20655.29|1428.8|80000.0|25461.99|-1.0|0
-7358.94|-6817.28|93296.35|21190.2|-1.0|1
-655.29|1287.01|100000.0|31298.22|1.0|0
-30655.29|3651.98|70000.0|24696.16|-1.0|0
-30655.29|-1260.76|70000.0|19783.42|-1.0|0
-10655.29|-239.97|90000.0|26782.23|-1.0|0
-30655.29|3319.23|70000.0|24363.41|-1.0|0
29344.71|-6411.37|130000.0|32566.88|1.0|0
-8858.94|271.5|91796.35|27830.63|1.0|1
-30655.29|559.56|70000.0|21603.74|-1.0|0
9344.71|-1563.68|110000.0|31436.55|1.0|0
59344.71|1904.22|160000.0|49849.51|1.0|0
21641.06|-3242.76|122296.35|33432.86|1.0|1
-10655.29|186.53|90000.0|27208.73|1.0|0
14141.06|-213.14|114796.35|34220.72|1.0|1
29344.71|6230.83|130000.0|45209.08|1.0|0
-655.29|2647.57|100000.0|32658.78|1.0|0
49344.71|-144.53|150000.0|44811.75|1.0|0
9344.71|-3769.18|110000.0|29231.05|1.0|0
29344.71|-3671.67|130000.0|35306.58|1.0|0
79344.71|-514.35|180000.0|53408.97|1.0|0
-15858.94|-3530.1|84796.35|21936.72|-1.0|1
-10655.29|1030.9|90000.0|28053.1|1.0|0
29344.71|-1647.01|130000.0|37331.24|1.0|0
-655.29|2445.98|100000.0|32457.19|1.0|0
49344.71|2573.9|150000.0|47530.18|1.0|0
-6858.94|-284.52|93796.35|27872.42|1.0|1
-20655.29|1354.23|80000.0|25387.42|-1.0|0
-6858.94|954.44|93796.35|29111.38|1.0|1
-60655.29|-3391.04|40000.0|8686.1|-1.0|0
-655.29|-1358.68|100000.0|28652.53|1.0|0
49344.71|-7355.08|150000.0|37601.2|1.0|0
-30655.29|2297.07|70000.0|23341.25|-1.0|0
-50655.29|1307.53|50000.0|16373.68|-1.0|0
47141.06|1383.57|147796.35|45681.18|1.0|1
19344.71|-2082.07|120000.0|33907.17|1.0|0
-30655.29|-1577.35|70000.0|19466.83|-1.0|0
-30655.29|2132.01|70000.0|23176.19|-1.0|0
-655.29|177.52|100000.0|30188.73|1.0|0
-39858.94|-946.59|60796.35|17346.6|-1.0|1
-48358.94|264.22|52296.35|16016.75|-1.0|1
-20655.29|-1090.0|80000.0|22943.19|-1.0|0
-655.29|2274.05|100000.0|32285.26|1.0|0
-20655.29|5319.31|80000.0|29352.5|1.0|0
-30655.29|-1780.07|70000.0|19264.11|-1.0|0
29344.71|1377.26|130000.0|40355.51|1.0|0
-5358.94|471.53|95296.35|29076.82|1.0|1
-20655.29|-5284.44|80000.0|18748.75|-1.0|0
-20655.29|2514.36|80000.0|26547.55|-1.0|0
-655.29|218.54|100000.0|30229.75|1.0|0
-655.29|2505.11|100000.0|32516.32|1.0|0
19344.71|-1360.44|120000.0|34628.8|1.0|0
-10655.29|1969.48|90000.0|28991.68|1.0|0
-41358.94|-1187.87|59296.35|16656.97|-1.0|1
49344.71|2439.59|150000.0|47395.87|1.0|0
9344.71|-4169.23|110000.0|28831.0|1.0|0
29344.71|-74.9|130000.0|38903.35|1.0|0
-655.29|-1094.52|100000.0|28916.69|1.0|0
-10655.29|1650.48|90000.0|28672.68|1.0|0
19344.71|-3738.01|120000.0|32251.23|1.0|0
-48358.94|1205.67|52296.35|16958.2|-1.0|1
39344.71|1735.33|140000.0|43702.6|1.0|0
39344.71|-229.94|140000.0|41737.33|1.0|0
-30655.29|-4222.2|70000.0|16821.98|-1.0|0
-26858.94|2444.41|73796.35|24623.32|-1.0|1
-20655.29|-321.48|80000.0|23711.71|-1.0|0
51641.06|1275.9|152296.35|46918.56|1.0|1
39344.71|-5463.04|140000.0|36504.23|1.0|0
-5358.94|-2933.72|95296.35|25671.57|-1.0|1
55641.06|1756.02|156296.35|48594.29|1.0|1
-40655.29|-714.53|60000.0|17340.63|-1.0|0
9344.71|2885.04|110000.0|35885.27|1.0|0
9344.71|-1326.74|110000.0|31673.49|1.0|0
14141.06|4470.17|114796.35|38904.03|1.0|1
-655.29|1363.32|100000.0|31374.53|1.0|0
9641.06|268.8|110296.35|33357.61|1.0|1
40141.06|-4604.91|140796.35|37600.39|1.0|1
-50655.29|-2082.98|50000.0|12983.17|-1.0|0
1641.06|-1282.32|102296.35|29415.28|1.0|1
-20655.29|1518.72|80000.0|25551.91|-1.0|0
9344.71|892.65|110000.0|33892.88|1.0|0
-8358.94|-2143.64|92296.35|25564.94|-1.0|1
-20655.29|3993.27|80000.0|28026.46|-1.0|0
-60655.29|3218.6|40000.0|15295.74|-1.0|0
-20655.29|4464.77|80000.0|28497.96|-1.0|0
49344.71|4080.96|150000.0|49037.24|1.0|0
-21358.94|-293.34|79296.35|23529.53|-1.0|1
-6858.94|254.7|93796.35|28411.64|1.0|1
29344.71|2878.76|130000.0|41857.01|1.0|0
-20655.29|402.68|80000.0|24435.87|-1.0|0
-25858.94|2368.59|74796.35|24846.4|-1.0|1
9344.71|-2024.36|110000.0|30975.87|1.0|0
-655.29|-1261.93|100000.0|28749.28|1.0|0
-10655.29|-3694.1|90000.0|23328.1|-1.0|0
12641.06|967.77|113296.35|34953.28|1.0|1
-20655.29|-1509.5|80000.0|22523.69|-1.0|0
-655.29|-1238.18|100000.0|28773.03|1.0|0
-33358.94|262.36|67296.35|20498.41|-1.0|1
39344.71|-2756.86|140000.0|39210.41|1.0|0
-30655.29|-3922.52|70000.0|17121.66|-1.0|0
19641.06|2729.92|120296.35|38807.74|1.0|1
-50655.29|-334.08|50000.0|14732.07|-1.0|0
-10655.29|-4267.06|90000.0|22755.14|-1.0|0
9344.71|-141.27|110000.0|32858.96|1.0|0
8641.06|-1891.19|109296.35|30898.72|1.0|1
-23358.94|-3331.24|77296.35|19893.82|-1.0|1
-10858.94|3603.93|89796.35|30565.26|1.0|1
-20655.29|-583.75|80000.0|23449.44|-1.0|0
49344.71|2098.12|150000.0|47054.4|1.0|0
-20655.29|-3185.68|80000.0|20847.51|-1.0|0
7641.06|4699.11|108296.35|37190.11|1.0|1
-10655.29|-3154.16|90000.0|23868.04|-1.0|0
-22858.94|-1971.25|77796.35|21403.26|-1.0|1
17141.06|627.83|117796.35|35958.4|1.0|1
9344.71|197.31|110000.0|33197.54|1.0|0
-70655.29|-226.92|30000.0|8861.2|-1.0|0
-30655.29|-448.95|70000.0|20595.23|-1.0|0
29344.71|1270.9|130000.0|40249.15|1.0|0
-46858.94|-1571.43|53796.35|14629.45|-1.0|1
-7358.94|-1421.54|93296.35|26585.94|1.0|1
19344.71|-3319.78|120000.0|32669.46|1.0|0
-8358.94|-1769.1|92296.35|25939.48|-1.0|1
-2858.94|2.07|97796.35|29354.61|1.0|1
9344.71|-829.16|110000.0|32171.07|1.0|0
-20655.29|-3079.08|80000.0|20954.11|-1.0|0
-655.29|-2005.84|100000.0|28005.37|1.0|0
59344.71|-452.52|160000.0|47492.77|1.0|0
13141.06|2238.63|113796.35|36373.59|1.0|1
-60655.29|129.51|40000.0|12206.65|-1.0|0
-55858.94|1759.02|44796.35|15269.79|-1.0|1
29141.06|-6009.82|129796.35|32907.56|1.0|1
-10655.29|-777.53|90000.0|26244.67|-1.0|0
-61358.94|-1208.74|39296.35|10658.08|-1.0|1
-1358.94|1159.53|99296.35|30960.42|1.0|1
-42858.94|3851.57|57796.35|21248.06|-1.0|1
-40655.29|1483.98|60000.0|19539.14|-1.0|0
49344.71|1191.45|150000.0|46147.73|1.0|0
-10655.29|-2994.85|90000.0|24027.35|-1.0|0
-13858.94|-339.0|86796.35|25725.63|-1.0|1
-655.29|-161.91|100000.0|29849.3|1.0|0
-20655.29|1768.71|80000.0|25801.9|-1.0|0
41641.06|-4198.34|142296.35|38455.31|1.0|1
-655.29|-2547.04|100000.0|27464.17|1.0|0
-32858.94|3095.63|67796.35|23481.13|-1.0|1
-30655.29|2267.56|70000.0|23311.74|-1.0|0
-27358.94|1875.25|73296.35|23904.71|-1.0|1
-27358.94|2112.4|73296.35|24141.86|-1.0|1
-10655.29|-2007.3|90000.0|25014.9|-1.0|0
-19858.94|-391.18|80796.35|23880.04|-1.0|1
33141.06|3203.29|133796.35|43316.28|1.0|1
39344.71|2469.94|140000.0|44437.21|1.0|0
-10655.29|-3614.83|90000.0|23407.37|-1.0|0
19344.71|-25.49|120000.0|35963.75|1.0|0
19344.71|-992.0|120000.0|34997.24|1.0|0
29344.71|-2437.4|130000.0|36540.85|1.0|0
-25358.94|3015.5|75296.35|25642.76|-1.0|1
-29358.94|2609.02|71296.35|24040.68|-1.0|1
-50655.29|2677.03|50000.0|17743.18|-1.0|0
-655.29|-1918.38|100000.0|28092.83|1.0|0
-20655.29|1372.54|80000.0|25405.73|-1.0|0
-655.29|-4327.79|100000.0|25683.42|1.0|0
-655.29|-7033.0|100000.0|22978.21|-1.0|0
29344.71|4956.78|130000.0|43935.03|1.0|0
79344.71|3909.41|180000.0|57832.73|1.0|0
10141.06|5135.95|110796.35|38374.21|1.0|1
17641.06|-4934.74|118296.35|30545.28|1.0|1
19344.71|3157.74|120000.0|39146.98|1.0|0
-40655.29|-2559.76|60000.0|15495.4|-1.0|0
-7358.94|-1071.56|93296.35|26935.92|1.0|1
39344.71|2506.23|140000.0|44473.5|1.0|0
39344.71|-2431.78|140000.0|39535.49|1.0|0
-655.29|440.21|100000.0|30451.42|1.0|0
41141.06|-2913.64|141796.35|39590.56|1.0|1
8641.06|346.24|109296.35|33136.15|1.0|1
-20655.29|-2475.55|80000.0|21557.64|-1.0|0
27641.06|-2618.71|128296.35|35850.32|1.0|1
-20655.29|3150.42|80000.0|27183.61|-1.0|0
19344.71|-1784.08|120000.0|34205.16|1.0|0
-40655.29|-1151.86|60000.0|16903.3|-1.0|0
9344.71|-1725.59|110000.0|31274.64|1.0|0
9344.71|1844.11|110000.0|34844.34|1.0|0
22641.06|951.97|123296.35|37926.49|1.0|1
-60655.29|-1422.97|40000.0|10654.17|-1.0|0
-40358.94|-1261.85|60296.35|16881.89|-1.0|1
-14358.94|1621.2|86296.35|27536.38|-1.0|1
-10655.29|-915.74|90000.0|26106.46|-1.0|0
9344.71|-2106.62|110000.0|30893.61|1.0|0
18641.06|1158.91|119296.35|36937.83|1.0|1
-6858.94|-969.93|93796.35|27187.01|1.0|1
17141.06|-473.45|117796.35|34857.12|1.0|1
79344.71|-2688.1|180000.0|51235.22|1.0|0
-9858.94|-924.58|90796.35|26335.65|-1.0|1
29344.71|291.83|130000.0|39270.08|1.0|0
-655.29|-594.73|100000.0|29416.48|1.0|0
-20655.29|2377.83|80000.0|26411.02|-1.0|0
-48358.94|-2003.87|52296.35|13748.66|-1.0|1
-18358.94|2302.66|82296.35|27022.23|-1.0|1
-10655.29|1829.99|90000.0|28852.19|1.0|0
-30655.29|-4143.99|70000.0|16900.19|-1.0|0
-30655.29|1835.21|70000.0|22879.39|-1.0|0
-20655.29|1769.95|80000.0|25803.14|-1.0|0
-10655.29|5337.74|90000.0|32359.94|1.0|0
19344.71|1164.54|120000.0|37153.78|1.0|0
-28358.94|670.43|72296.35|22400.99|-1.0|1
-40655.29|-944.06|60000.0|17111.1|-1.0|0
-70655.29|-727.84|30000.0|8360.28|-1.0|0
9344.71|4701.91|110000.0|37702.14|1.0|0
9344.71|-3472.79|110000.0|29527.44|1.0|0
-60655.29|3391.82|40000.0|15468.96|-1.0|0
-28858.94|-281.8|71796.35|21299.31|-1.0|1
-21358.94|547.49|79296.35|24370.36|-1.0|1
-30655.29|-393.94|70000.0|20650.24|-1.0|0
79344.71|-1698.14|180000.0|52225.18|1.0|0
19344.71|2353.63|120000.0|38342.87|1.0|0
-655.29|2229.1|100000.0|32240.31|1.0|0
-20655.29|-1030.17|80000.0|23003.02|-1.0|0
-655.29|-624.27|100000.0|29386.94|1.0|0
-41358.94|-656.02|59296.35|17188.82|-1.0|1
-20655.29|-1967.87|80000.0|22065.32|-1.0|0
-10655.29|-1547.23|90000.0|25474.97|-1.0|0
-655.29|2360.54|100000.0|32371.75|1.0|0
-10655.29|-1547.02|90000.0|25475.18|-1.0|0
-32858.94|-513.82|67796.35|19871.68|-1.0|1
-20655.29|-3442.52|80000.0|20590.67|-1.0|0
-11358.94|250.35|89296.35|27062.23|-1.0|1
11641.06|1226.97|112296.35|34913.58|1.0|1
-655.29|2544.6|100000.0|32555.81|1.0|0
-46858.94|2309.42|53796.35|18510.3|-1.0|1
19344.71|2562.75|120000.0|38551.99|1.0|0
-10655.29|-916.24|90000.0|26105.96|-1.0|0
-11358.94|614.74|89296.35|27426.62|1.0|1
16141.06|-168.13|116796.35|34863.54|1.0|1
641.06|1742.73|101296.35|32141.43|1.0|1
16141.06|-402.68|116796.35|34628.99|1.0|1
-10655.29|1797.07|90000.0|28819.27|1.0|0
-18358.94|4177.9|82296.35|28897.47|1.0|1
9344.71|2565.38|110000.0|35565.61|1.0|0
49344.71|4018.62|150000.0|48974.9|1.0|0
-30655.29|-651.97|70000.0|20392.21|-1.0|0
23141.06|1898.65|123796.35|39022.62|1.0|1
-655.29|-3291.04|100000.0|26720.17|1.0|0
33141.06|842.8|133796.35|40955.79|1.0|1
31641.06|1476.77|132296.35|41141.41|1.0|1
-30655.29|-1984.93|70000.0|19059.25|-1.0|0
-20655.29|62.88|80000.0|24096.07|-1.0|0
19344.71|444.25|120000.0|36433.49|1.0|0
19344.71|-4529.41|120000.0|31459.83|1.0|0
-32858.94|3318.29|67796.35|23703.79|-1.0|1
-41358.94|-5043.41|59296.35|12801.43|-1.0|1
-10655.29|2208.02|90000.0|29230.22|1.0|0
-60655.29|2469.91|40000.0|14547.05|-1.0|0
-15358.94|3498.13|85296.35|29114.4|1.0|1
19344.71|506.67|120000.0|36495.91|1.0|0
-40655.29|-3103.76|60000.0|14951.4|-1.0|0
-30655.29|-2971.94|70000.0|18072.24|-1.0|0
29344.71|-6565.85|130000.0|32412.4|1.0|0
-30655.29|740.6|70000.0|21784.78|-1.0|0
24141.06|-1462.98|124796.35|35959.9|1.0|1
-46858.94|-2636.96|53796.35|13563.92|-1.0|1
-40655.29|-2130.55|60000.0|15924.61|-1.0|0
-50655.29|3454.76|50000.0|18520.91|-1.0|0
-30655.29|2378.62|70000.0|23422.8|-1.0|0
29344.71|-5945.2|130000.0|33033.05|1.0|0
-10655.29|863.98|90000.0|27886.18|1.0|0
-45358.94|-3298.68|55296.35|13350.56|-1.0|1
-5358.94|-374.9|95296.35|28230.39|1.0|1
29344.71|-3837.71|130000.0|35140.54|1.0|0
44141.06|2020.51|144796.35|45421.41|1.0|1
-20655.29|-2191.98|80000.0|21841.21|-1.0|0
-4358.94|-1479.83|96296.35|27424.36|1.0|1
-30655.29|-1581.74|70000.0|19462.44|-1.0|0
51641.06|2871.55|152296.35|48514.21|1.0|1
-10655.29|846.52|90000.0|27868.72|1.0|0
-50655.29|-305.18|50000.0|14760.97|-1.0|0
39344.71|382.98|140000.0|42350.25|1.0|0
9344.71|644.71|110000.0|33644.94|1.0|0
-10655.29|1024.96|90000.0|28047.16|1.0|0
-30655.29|1290.98|70000.0|22335.16|-1.0|0
3141.06|487.0|103796.35|31632.95|1.0|1
-20858.94|3022.8|79796.35|26995.12|-1.0|1
9344.71|-1604.21|110000.0|31396.02|1.0|0
-10655.29|612.84|90000.0|27635.04|1.0|0
9344.71|2339.91|110000.0|35340.14|1.0|0
-655.29|-683.97|100000.0|29327.24|1.0|0
-655.29|-691.1|100000.0|29320.11|1.0|0
48641.06|3685.07|149296.35|48431.03|1.0|1
-20655.29|-705.91|80000.0|23327.28|-1.0|0
39344.71|-4775.5|140000.0|37191.77|1.0|0
-10858.94|1935.48|89796.35|28896.81|1.0|1
-10655.29|4980.61|90000.0|32002.81|1.0|0
39344.71|436.51|140000.0|42403.78|1.0|0
-10655.29|2974.14|90000.0|29996.34|1.0|0
19344.71|3201.19|120000.0|39190.43|1.0|0
-655.29|231.15|100000.0|30242.36|1.0|0
-10655.29|4048.29|90000.0|31070.49|1.0|0
-10655.29|3475.42|90000.0|30497.62|1.0|0
-41358.94|-2623.63|59296.35|15221.21|-1.0|1
-55358.94|3585.99|45296.35|17246.21|-1.0|1
39344.71|-907.57|140000.0|41059.7|1.0|0
9344.71|193.03|110000.0|33193.26|1.0|0
29344.71|1067.47|130000.0|40045.72|1.0|0
9344.71|2183.79|110000.0|35184.02|1.0|0
49344.71|1451.05|150000.0|46407.33|1.0|0
-20655.29|5046.62|80000.0|29079.81|1.0|0
19641.06|-6502.04|120296.35|29575.78|1.0|1
-30655.29|1972.66|70000.0|23016.84|-1.0|0
-655.29|2715.66|100000.0|32726.87|1.0|0
