LSAT|UGPA|female|male|white|nonwhite|U|org_female|org_male|scf_UGPA|scf_LSAT
39|3.2|0|1|1|0|-0.0158082815656099|0|1|3.1945181534207223|37.73351214913092
39|3.2|0|1|1|0|0.0128397131667395|0|1|3.2045525144976774|37.76887270423989
47|2.8|0|1|1|0|-1.06330318443763|1|0|2.8276184042449524|36.46306228090632
30|3.0|0|1|0|1|-0.229305107146992|1|0|2.8940069572844833|32.65693164477226
44|3.1|0|1|1|0|-0.40266827546907397|1|0|3.0590150265413905|37.259235758647435
41|3.5|0|1|1|0|0.44150308384531|1|0|3.3546978591209182|38.301951731522955
39|3.7|0|1|1|0|1.11723097574362|0|1|3.5913810099112498|39.15759619855188
37|3.4|0|1|1|0|0.14412121280553303|1|0|3.250535696999881|37.93133933207393
40|3.3|0|1|1|0|0.233435800434961|0|1|3.2818193812537397|38.042269342130496
39|3.4|0|1|1|0|0.433614324297912|0|1|3.3519347106881074|38.29207375887008
35|3.6|0|1|1|0|0.576627342599069|1|0|3.402027021781649|38.471544819018916
29|3.1|0|1|0|1|-0.0538675026897236|1|0|2.9554564334536613|32.84479342942707
47|3.2|0|1|1|0|0.0858064011909073|0|1|3.2301101181297827|37.85908609676997
29|2.4|0|1|0|1|-1.24033388835677|0|1|2.539879977555711|31.595053379708904
38|2.5|0|1|0|1|-1.00842679856351|0|1|2.6211086812409885|31.835531111316417
40|3.8|0|1|1|0|0.9638953480501141|1|0|3.537673060415547|38.96177256750541
36|3.8|0|1|1|0|0.9996350438336469|1|0|3.5501913890323675|39.007327722957044
44|3.5|0|1|1|0|0.4252316791188429|1|0|3.3489985719009905|38.28158015513288
41|3.2|0|1|1|0|-0.230751157670585|1|0|3.119231402989948|37.469259515922154
38|3.5|0|1|1|0|0.37151198745946007|1|0|3.330182498102839|38.21440073890969
43|3.2|0|1|1|0|0.0170241264575288|0|1|3.2060181638126566|37.77404034729739
46|3.4|0|1|1|0|0.224013584672435|1|0|3.278519118321221|38.030551523533425
43|3.2|0|1|1|0|0.0467040365734869|0|1|3.2164139676941335|37.810714573948104
42|3.6|0|1|1|0|0.8796262855547919|0|1|3.5081566419508468|38.85457056113119
42|3.0|0|1|1|0|-0.3990721340097921|0|1|3.060274625414658|37.26361693208232
30|3.4|0|1|0|1|0.63679483420876|1|0|3.1973705826093495|33.59492826058403
35|3.7|0|1|1|0|1.08067767593263|0|1|3.578577705097615|39.11082512708669
37|2.6|0|1|0|1|-1.06534753651356|1|0|2.6011713961816407|31.776337783042322
36|3.8|0|1|1|0|1.2425562543996203|0|1|3.6352779426583184|39.31837878081697
40|2.7|0|1|1|0|-1.33246878170702|1|0|2.7333393868921094|36.1435722856507
37|3.4|0|1|1|0|0.45709947517674393|0|1|3.3601607134525824|38.32148837578421
45|2.5|0|1|1|0|-1.43422713838143|0|1|2.697697098382624|36.02351926406364
38|2.9|0|1|1|0|-0.6299854128868679|0|1|2.979394017910924|36.9833384847823
40|2.9|0|1|1|0|-0.621708314457026|0|1|2.982293187472022|36.993348556829204
37|3.7|0|1|1|0|1.08279547747673|0|1|3.579319494726571|39.11353339409312
29|3.5|0|1|0|1|0.8243424901081149|1|0|3.263061773773441|33.80156702715323
35|2.9|0|1|0|1|-0.11551229800455699|0|1|2.9338644811902266|32.77866022617724
37|3.6|0|1|1|0|0.54515963271173|1|0|3.3910050160104084|38.4319830620671
40|3.2|0|1|1|0|-0.0282773913911713|0|1|3.1901506732020595|37.71813172334524
37|3.3|0|1|1|0|0.21557076783662402|0|1|3.275561903569242|38.020054788038145
42|3.4|0|1|1|0|0.46955617559251706|0|1|3.3645238471018|38.337099279154614
40|3.3|0|1|1|0|0.205990138095473|0|1|3.2722061539237433|38.00814694834359
43|3.0|0|1|1|0|-0.439611749842605|0|1|3.0460750576268247|37.21425739859863
40|3.5|0|1|1|0|0.371548540456202|1|0|3.3301953013014987|38.21444641032861
42|3.1|0|1|1|0|-0.45810949932445505|1|0|3.039595961999152|37.1917569524307
38|3.5|0|1|1|0|0.667024333415677|0|1|3.4336898328997956|38.585420179647805
42|3.6|0|1|1|0|0.845198058797236|0|1|3.496097673714075|38.81085796908067
37|3.7|0|1|1|0|0.787775039690228|1|0|3.4759844576501964|38.73805889772267
41|3.4|0|1|1|0|0.411000650905604|0|1|3.34401395510941|38.26377198462492
42|3.2|0|1|1|0|-0.22686255246887402|1|0|3.1205934413819625|37.47402372459954
37|3.5|0|1|1|0|0.36692706589320706|1|0|3.3285765651593597|38.208672506684145
38|3.9|0|1|1|0|1.22142764375309|1|0|3.6278773510894333|39.291226223133684
41|3.3|0|1|1|0|0.26204386893833|0|1|3.2918397576102363|38.077869529639166
39|2.7|0|1|1|0|-1.07968127329394|0|1|2.8218817494155273|36.44354163024813
42|3.9|0|1|1|0|1.49129491863392|0|1|3.7224021408454964|39.639449207490976
36|3.7|0|1|1|0|0.7670239560482359|1|0|3.4687161001980527|38.71178493866633
32|3.6|0|1|1|0|0.514801280451472|1|0|3.3803715782732517|38.393854566257005
46|3.8|0|1|1|0|1.05225724654503|1|0|3.568623051967382|39.074498920161375
32|2.9|0|1|0|1|-0.15508453871463002|0|1|2.92000375007732|32.7362768920247
39|2.7|0|1|1|0|-1.3693526639909899|1|0|2.7204202909408894|36.100011062875566
36|2.9|0|1|1|0|-0.925930842633121|1|0|2.8757349894556015|36.627205267590845
41|3.4|0|1|1|0|0.43150015795574104|0|1|3.3511941943395014|38.28942692163889
40|3.1|0|1|1|0|-0.45739023908586396|1|0|3.039847892963597|37.19263159791493
40|3.3|0|1|1|0|0.20827902291761105|0|1|3.2730078678651022|38.01099148208977
37|3.5|0|1|1|0|0.633610122911363|0|1|3.421986038046641|38.54328824246226
41|3.4|0|1|1|0|0.467667550090392|0|1|3.3638623295888106|38.334732019512785
42|2.7|0|1|1|0|-1.02752367031611|0|1|2.840150679791901|36.505743403654115
40|3.7|0|1|0|1|1.6288871719341498|0|1|3.5448648079966416|34.7025277661288
39|3.6|0|1|1|0|0.851404463727348|0|1|3.4982715538980247|38.81873443901874
43|3.5|0|1|1|0|0.690501404320253|0|1|3.4419130055402096|38.61504993348362
40|2.6|0|1|1|0|-1.25394499271494|0|1|2.760843442908547|36.236486926167636
39|2.7|0|1|0|1|-0.832145723529643|1|0|2.6828535947837926|32.0195507451316
37|2.8|0|1|0|1|-0.333060317684873|0|1|2.8576652427638174|32.546334717798935
34|3.2|0|1|1|0|-0.0035513394777106897|0|1|3.1988113189200313|37.74863698231347
42|2.3|0|1|1|0|-1.9243027395478|0|1|2.526041260581307|35.450896496713675
33|3.3|0|1|1|0|-0.0987317949179783|1|0|3.1654730323739857|37.631345178166214
34|2.8|0|1|1|0|-0.900718433007005|0|1|2.884565988768893|36.65741113814944
34|3.4|0|1|1|0|0.151646693415365|1|0|3.253171601900806|37.94067359550378
33|3.3|0|1|1|0|0.1746803142241|0|1|3.2612394499391724|37.969257726867355
35|2.9|0|1|1|0|-0.6549195872554211|0|1|2.970660474390431|36.95320021669223
35|3.2|0|1|1|0|-0.0290512978575969|0|1|3.189879601631555|37.717177330098764
35|3.2|0|1|1|0|-0.0353686165138679|0|1|3.187666872362807|37.70938761955263
39|2.6|0|1|1|0|-1.27459344675511|0|1|2.753611032910719|36.21203116189933
36|3.6|0|1|0|1|1.3717080074659198|0|1|3.4547842064797134|34.411947281376044
34|3.3|0|1|1|0|0.15037603246750303|0|1|3.2527265351212167|37.93909736436799
34|3.4|0|1|1|0|0.401850169925166|0|1|3.340808871087182|38.252325794879376
34|3.2|0|1|1|0|-0.0553958246116411|0|1|3.180652062450494|37.68470325726654
37|2.7|0|1|1|0|-1.1349684431651101|0|1|2.8025166444372087|36.37772332921341
37|2.6|0|1|1|0|-1.58183852673094|1|0|2.6459941438265395|35.850077927567575
38|2.7|0|1|1|0|-1.35235350675112|1|0|2.726374483663362|36.120081167050614
33|2.7|0|1|1|0|-1.1054322873133|0|1|2.8128620963758606|36.41287074582199
33|3.3|0|1|1|0|-0.112127302472484|1|0|3.160781068386042|37.61486704463295
41|2.5|0|1|1|0|-1.4876490046821498|0|1|2.6789853420843404|35.96065263604119
29|2.9|0|1|1|0|-0.7048137858721779|0|1|2.9531843330673353|36.89296615939254
31|3.2|0|1|1|0|-0.0546326642614007|0|1|3.1809193700434153|37.68564358776162
27|2.8|0|1|1|0|-1.2479203562371|1|0|2.7629536561482815|36.243625540380094
37|2.5|0|1|1|0|-1.80594328861207|1|0|2.56749831468423|35.588352898757456
34|3.4|0|1|1|0|0.38676620169036896|0|1|3.335525500116356|38.23346497491278
30|3.0|0|1|1|0|-0.439120883975759|0|1|3.0462469902662397|37.21485466746883
40|3.0|0|1|1|0|-0.413330028927062|0|1|3.0552805981839977|37.24624958853633
39|2.8|0|1|1|0|-0.855090895180005|0|1|2.900547672439462|36.712138815436845
36|2.5|0|1|1|0|-1.51693314480266|0|1|2.668728162182477|35.92623774896379
33|3.3|0|1|1|0|0.19546303114213198|0|1|3.2685188873889492|37.99506702505439
26|3.0|0|1|1|0|-0.513553058014062|0|1|3.020176079648551|37.124397520488046
31|3.7|0|1|1|0|0.753829354773268|1|0|3.4640945064461532|38.69508787916166
34|3.0|0|1|1|0|-0.44844875369716597|0|1|3.0429797733549737|37.203506472771494
34|2.8|0|1|0|1|-0.6456492570489929|1|0|2.748176592142834|32.21539228418581
39|2.6|0|1|1|0|-1.2488389788690901|0|1|2.7626318957155194|36.2425369701396
37|2.7|0|1|1|0|-1.33387944237724|1|0|2.7328452832505006|36.14190527712555
29|3.2|0|1|1|0|-0.10864466057607901|0|1|3.162000912449012|37.61915043131071
25|3.4|0|1|1|0|0.0147121272865442|1|0|3.205208353747134|37.77118500023876
27|2.6|0|1|1|0|-1.37943738920813|0|1|2.7168879748002284|36.08810977363488
33|2.7|0|1|1|0|-1.3438519578771002|1|0|2.729352270133665|36.13012273053358
30|3.1|0|1|1|0|-0.30670680750347196|0|1|3.092626873654521|37.37632217626315
28|3.6|0|1|1|0|0.4953037259241939|1|0|3.373542286936382|38.369386613083776
39|2.2|0|1|1|0|-2.10299640062556|0|1|2.463451305013055|35.244376317032305
39|2.7|0|1|1|0|-1.08340684703716|0|1|2.8205768150734363|36.43910266757727
37|2.7|0|1|1|0|-1.08143075349683|0|1|2.8212689694909012|36.44145708469154
36|3.0|0|1|1|0|-0.437325974781853|0|1|3.0468756823307372|37.21703873346238
32|3.4|0|1|1|0|0.11452159349516901|1|0|3.2401680160967143|37.89464758667335
34|2.6|0|1|1|0|-1.5924280117197702|1|0|2.6422850285118495|35.83766757940688
33|3.3|0|1|1|0|0.18790132064775197|0|1|3.2658702924639327|37.98567438285029
27|3.3|0|1|1|0|-0.153563891084871|1|0|3.1462673233292393|37.56394057524532
28|3.4|0|1|1|0|0.0940878362421557|1|0|3.2330108066532186|37.869338571987896
38|2.4|0|1|1|0|-1.70768854568381|0|1|2.6019134134468755|35.70286553044052
33|2.6|0|1|1|0|-1.62530996637518|1|0|2.630767663718569|35.79915894384625
37|3.7|0|1|1|0|0.7743472601416941|1|0|3.471281189944705|38.72105529576485
42|2.7|0|1|1|0|-1.02027418218796|0|1|2.842689914463667|36.51439735033017
39|2.5|0|1|1|0|-1.4916431863654098|0|1|2.6775863240521454|35.95595671023356
37|3.2|0|1|1|0|0.0158835514584033|0|1|3.205618661457134|37.77263169634383
28|2.9|0|1|1|0|-0.952202295246231|1|0|2.8665330455150584|36.59575708422691
33|2.9|0|1|1|0|-0.969806515564366|1|0|2.8603669209817078|36.574699102040974
38|2.6|0|1|1|0|-1.29306064060582|0|1|2.7471426398204724|36.190172836358904
36|2.7|0|1|1|0|-1.11294386315653|0|1|2.810231061814032|36.40392890673967
33|3.3|0|1|1|0|-0.0556311315873788|1|0|3.1805696428891763|37.684413327747485
31|3.5|0|1|1|0|0.280705300213057|1|0|3.2983761850765516|38.10110996689947
44|2.5|0|1|1|0|-1.44502683423654|0|1|2.693914353770168|36.0108013702921
31|3.2|0|1|1|0|-0.0916188055641921|0|1|3.1679644564397624|37.64009797015439
33|2.8|0|1|1|0|-1.16819198907373|1|0|2.790879632527002|36.33822853628033
32|3.2|0|1|1|0|-0.075169893593684|0|1|3.173725918056088|37.66034675264077
40|2.6|0|1|1|0|-1.29578715976967|0|1|2.7461876383263393|36.186946764343894
36|2.7|0|1|1|0|-1.06878001263566|0|1|2.8257000685216696|36.45653341758701
34|3.5|0|1|1|0|0.29876327257781504|1|0|3.304701242614385|38.12361237675705
32|2.3|0|1|1|0|-1.9768794764684998|0|1|2.507625522675762|35.39000707883951
30|3.1|0|1|1|0|-0.24214998992627|0|1|3.1152388024684172|37.4552974800485
41|3.2|0|1|1|0|-0.249778077533311|1|0|3.112566958030759|37.44595700489322
35|2.7|0|1|1|0|-1.06938736357308|0|1|2.8254873353561045|36.45580947359565
30|3.1|0|1|1|0|-0.5273975455175279|1|0|3.0153268541501155|37.10759663344931
39|2.4|0|1|1|0|-1.70193694804413|0|1|2.60392799101243|35.709580230392206
36|2.8|0|1|1|0|-0.856168540399308|0|1|2.9001702121200097|36.710845298718716
30|3.1|0|1|1|0|-0.577151554603588|1|0|2.9978998161720654|37.04728071929481
31|3.5|0|1|1|0|0.31296352888435697|1|0|3.309675081114999|38.14131694155294
33|3.3|0|1|1|0|0.169915126191743|0|1|3.2595703761431536|37.96334248480277
34|2.4|0|1|1|0|-1.7245511102153|0|1|2.596007064232096|35.68318661377226
31|2.5|0|1|1|0|-1.5636606805491|0|1|2.652361188846412|35.87139147786322
32|3.3|0|1|1|0|0.17696012913085502|0|1|3.262037987015737|37.97208808952836
27|3.7|0|1|1|0|0.679957397109995|1|0|3.4382198194539155|38.601739823621585
35|2.9|0|1|1|0|-0.687068870982812|0|1|2.959399737843247|36.91437719580584
35|3.6|0|1|1|0|0.529092771340079|1|0|3.385377372963041|38.411799213578064
34|3.3|0|1|1|0|0.168957165451544|0|1|3.2592348369874635|37.96215343633875
33|3.1|0|1|1|0|-0.530654979509514|1|0|3.0141858923073994|37.103644700860954
36|2.6|0|1|1|0|-1.5942162266547|1|0|2.641658681205243|35.83557230473935
37|2.8|0|1|1|0|-0.8728216596773081|0|1|2.8943372240364016|36.69086205652482
37|2.4|0|1|1|0|-1.6736366878444198|0|1|2.613840553202865|35.74263775426025
35|3.1|0|1|1|0|-0.22534639052599698|0|1|3.121124498320785|37.47588144729559
27|3.0|0|1|1|0|-0.48558871741121096|0|1|3.029970981299071|37.15835666637967
28|2.5|0|1|1|0|-1.55271569730724|0|1|2.65619482239934|35.88423059728051
31|3.2|0|1|1|0|-0.34835431280128004|1|0|3.0780392520769206|37.325461268931996
28|2.4|0|1|1|0|-1.78642802548134|0|1|2.5743338087072862|35.61106802036583
31|3.1|0|1|1|0|-0.545100149692546|1|0|3.0091262692940326|37.08612483064097
33|2.4|0|1|1|0|-1.7509108969568101|0|1|2.586774180026865|35.65244599602897
25|1.8|0|1|0|1|-2.53880734106649|0|1|2.0850714789134996|30.281765202596873
38|2.7|0|1|1|0|-1.06207230376742|0|1|2.8280495374255787|36.46452976037457
36|3.0|0|1|1|0|-0.7361216293400971|1|0|2.9422183227467893|36.85522035635627
34|3.7|0|1|1|0|0.759112988039221|1|0|3.465945172940758|38.701773168688085
36|2.5|0|1|1|0|-1.7616484513977702|1|0|2.5830132013143694|35.639931519716825
29|3.4|0|1|1|0|0.0526693441752332|1|0|3.2185034001647224|37.81808995197789
34|2.8|0|1|0|1|-0.6670115586002839|1|0|2.740694147064107|32.19289894101809
28|3.0|0|1|1|0|-0.48238986936930106|0|1|3.031091422592876|37.1622432411233
34|2.5|0|1|1|0|-1.80450392414652|1|0|2.5680024722318557|35.59002777641147
24|3.9|0|1|1|0|1.39182074416706|0|1|3.6875599191207984|39.51073511485892
37|3.6|0|1|1|0|0.8322114067192901|0|1|3.4915489170786325|38.79438194367124
31|3.7|0|1|1|0|0.7665018665872579|1|0|3.468533231057826|38.711124125602716
36|3.1|0|1|1|0|-0.233324550791302|0|1|3.118330036035385|37.46610700079387
26|3.1|0|1|1|0|-0.259756303399292|0|1|3.1090719447782744|37.43374233803472
33|3.0|0|1|1|0|-0.741368929171019|1|0|2.9403803825462815|36.848897812623626
35|3.4|0|1|1|0|0.0891976563031622|1|0|3.231297952692668|37.86328415896929
29|2.9|0|1|1|0|-0.957026391933726|1|0|2.8648433381381646|36.58998534509695
33|3.7|0|1|1|0|1.0748780159993498|0|1|3.576546293041107|39.10340942054435
29|2.5|0|1|1|0|-1.84945693010169|1|0|2.55225705278931|35.53775661515325
29|3.5|0|1|1|0|0.557093912036666|0|1|3.3951851643613997|38.4469822563566
33|2.6|0|1|1|0|-1.3257111875596599|0|1|2.7357063288131633|36.151558948690976
33|2.5|0|1|1|0|-1.5327110086507698|0|1|2.663201744562182|35.90770916917707
25|2.4|0|1|1|0|-1.7800087675939098|0|1|2.5765822436183634|35.6185429929229
40|3.2|0|1|1|0|-0.236544315481245|1|0|3.117202268392883|37.46216302676373
34|3.2|0|1|1|0|-0.020359216573593002|0|1|3.192924124744911|37.72789792486639
33|2.3|0|1|1|0|-2.2205421146127002|1|0|2.422279273664433|35.10918258922187
30|3.6|0|1|1|0|0.8458620281786241|0|1|3.4963302382820016|38.81170052787112
28|3.0|0|1|1|0|-0.511678990430858|0|1|3.020832498046704|37.12667236738207
35|2.6|0|1|1|0|-1.2917323712628102|0|1|2.747607884746679|36.19174457539877
27|3.7|0|1|1|0|0.69844061842328|1|0|3.4446938263872293|38.625074940539726
34|2.8|0|1|1|0|-0.865682579564262|0|1|2.8968377867557438|36.69942740550636
42|3.0|0|1|1|0|-0.673657953936656|1|0|2.964097099221293|36.930567068894746
32|3.4|0|1|1|0|0.376879944404287|0|1|3.33206270014606|38.221108358019166
32|3.4|0|1|1|0|0.37625889788845396|0|1|3.3318451699124894|38.22033225888139
32|2.9|0|1|1|0|-0.7264361940623141|0|1|2.945610781998222|36.866893319818594
33|2.9|0|1|1|0|-0.698684169449746|0|1|2.9553313170018325|36.90036075784385
32|3.0|0|1|1|0|-0.439707994680893|0|1|3.0460413465252905|37.214140292281044
29|3.2|0|1|1|0|-0.0726566257921565|0|1|3.174606225276165|37.66344157075006
30|2.8|0|1|0|1|-0.664352088562517|1|0|2.741625663663493|32.19569836238968
27|2.5|0|1|0|1|-1.33778149217415|1|0|2.505747590562373|31.494547195935226
32|3.5|0|1|1|0|0.5933941239850171|0|1|3.40789982160924|38.492640938581836
30|2.7|0|1|1|0|-1.07936318254233|0|1|2.8219931651528842|36.44392065544337
31|2.9|0|1|1|0|-0.675353843483821|0|1|2.9635030901738233|36.928519371852666
30|3.5|0|1|1|0|0.252976570547287|1|0|3.2886638094540643|38.06658248147153
37|2.7|0|1|1|0|-1.34960712183688|1|0|2.7273364434145857|36.12332474116059
39|4.0|0|1|1|0|1.77945591535647|0|1|3.823334562692957|40.01468522311614
34|2.3|0|1|0|1|-1.44826701977424|0|1|2.467048488301464|31.380980556917756
33|3.1|0|1|1|0|-0.5169822120846479|1|0|3.018974970445124|37.12023538445686
31|2.9|0|1|1|0|-1.02590906880345|1|0|2.8407162165676785|36.50767062775952
32|3.2|0|1|1|0|-0.0655083287994476|0|1|3.177110016336597|37.672245317610376
33|3.3|0|1|1|0|-0.125299472436168|1|0|3.1561673315148404|37.59867068006654
30|2.7|0|1|1|0|-1.43176205964456|1|0|2.6985605267084103|36.02642280958657
39|3.5|0|1|1|0|0.32368680555121804|1|0|3.3134310588373026|38.154691933678286
24|3.0|0|1|0|1|-0.0400341173163822|0|1|2.96030177027565|32.85965235587278
34|3.5|0|1|1|0|0.29325709878064504|1|0|3.302772628184319|38.11674961263768
38|3.1|0|1|1|0|-0.5208867979488401|1|0|3.0176073346024292|37.11549676120334
27|3.1|0|1|1|0|-0.594725628488589|1|0|2.991744250848812|37.025999416022785
29|3.2|0|1|1|0|-0.0431795891786686|0|1|3.1849309698742347|37.69975834995763
33|3.0|0|1|1|0|-0.419030216968243|0|1|3.0532840275497826|37.23930853385411
31|3.2|0|1|1|0|-0.0816167986569749|0|1|3.17146779933475|37.6524092474581
37|3.8|0|1|1|0|1.2092472922712199|0|1|3.6236110125217538|39.27558167111947
32|3.2|0|1|1|0|-0.090930196915649|0|1|3.168205651255831|37.64094543620775
32|3.0|0|1|1|0|-0.44424576708950697|0|1|3.0444519282341154|37.208619356603464
34|3.2|0|1|1|0|-0.0361884641511554|0|1|3.187379709254272|37.70837680610237
42|3.4|0|1|1|0|0.484391371699276|0|1|3.369720082153273|38.35569924200085
31|2.9|0|1|1|0|-0.954312456211744|1|0|2.8657939321056807|36.593232292588276
40|3.4|0|1|1|0|0.151798619844621|1|0|3.253224816258828|37.94086206178021
35|3.8|0|1|1|0|1.2380178248682299|0|1|3.6336882942006947|39.31254482439451
31|3.6|0|1|0|1|1.0299879266677|1|0|3.3350919658879623|34.02960700097947
26|3.1|0|1|0|1|-0.0764625813260434|1|0|2.9475421909484782|32.820537708671765
32|3.0|0|1|1|0|-0.47440490820813397|0|1|3.0338882669872285|37.17194667893037
34|2.9|0|1|1|0|-0.950637487320524|1|0|2.8670811413901562|36.59762947756396
43|2.5|0|1|1|0|-1.45940344780683|0|1|2.688878743669848|35.9938782079073
33|3.0|0|1|1|0|-0.438060560955346|0|1|3.0466183832431106|37.21614486512798
34|3.1|0|1|1|0|-0.253159063447792|0|1|3.111382720398109|37.441817785031446
33|3.3|0|1|1|0|-0.101210115749315|1|0|3.1646049658192927|37.62829599243695
37|2.9|0|1|1|0|-0.9116413012610041|1|0|2.8807401012999567|36.64432187673468
31|2.8|0|1|1|0|-1.1440928942501298|1|0|2.799320677750133|36.36687228117384
32|2.7|0|1|1|0|-1.3931988701569298|1|0|2.7120678235092215|36.07187576354662
30|2.9|0|1|1|0|-1.0018657672562|1|0|2.8491377194149545|36.536381285734244
36|2.9|0|1|1|0|-0.652597809346154|0|1|2.971473709595888|36.95600554321642
32|2.9|0|1|1|0|-0.995877195466629|1|0|2.8512353004929056|36.54353588828996
22|3.5|0|1|0|1|0.741360076097917|1|0|3.2339960219469983|33.70998124172574
29|2.9|0|1|0|1|-0.414424944580104|1|0|2.8291661435149424|32.4598669236625
35|2.7|0|1|1|0|-1.0717215067938102|0|1|2.8246697690272584|36.4530273790929
31|2.9|0|1|1|0|-0.718015822246055|0|1|2.94856013506799|36.87704462302152
30|3.1|0|1|1|0|-0.291925587763011|0|1|3.097804202728312|37.39439000604028
34|2.9|0|1|1|0|-0.9502127880401509|1|0|2.8672298982566735|36.59813767409957
23|2.8|0|1|0|1|-0.777277742541011|1|0|2.7020718729895528|32.077044150052146
23|3.6|0|1|1|0|0.7672959178699599|0|1|3.4688113586321534|38.71212916752165
31|3.0|0|1|1|0|-0.45949169533863204|0|1|3.0391118285016785|37.190076211711634
45|3.3|0|1|1|0|-0.0083260940582394|1|0|3.1971388943066334|37.74274430535836
30|3.4|0|1|1|0|0.0853002822290351|1|0|3.229932842880371|37.858459607921354
33|2.8|0|1|0|1|-0.339116260530584|0|1|2.855544064030611|32.53989102151023
38|2.6|0|1|1|0|-1.2736027693793701|0|1|2.753958031525869|36.21320413044958
32|3.3|0|1|1|0|-0.129370371652662|1|0|3.154741442092986|37.59366655514772
34|2.8|0|1|1|0|-0.8828523302191541|0|1|2.890823841302245|36.67883080319278
22|2.8|0|1|0|1|-0.7377578808240829|1|0|2.7159142576270785|32.118518976447625
26|3.0|0|1|0|1|-0.254213000652665|1|0|2.885282619004009|32.6303470679728
32|3.9|0|1|1|0|1.1876249174131102|1|0|3.616037473127649|39.247825042453954
40|3.9|0|1|1|0|1.24929626434618|1|0|3.6376387254669553|39.327044372017035
24|2.4|0|1|1|0|-2.0927350837528302|1|0|2.467045474852445|35.25620291920747
36|3.4|0|1|1|0|0.14107408589970002|1|0|3.2494683981572887|37.92756046783584
32|3.1|0|1|1|0|-0.281225176104976|0|1|3.1015521716612837|37.40747510815751
31|3.0|0|1|1|0|-0.51161785108021|0|1|3.020853912959899|37.126746584055645
33|3.4|0|1|1|0|0.10635688793217199|1|0|3.2373082137101403|37.8845328486856
32|2.9|0|1|1|0|-0.9913767859142489|1|0|2.8528116319208|36.54891349157971
32|3.1|0|1|1|0|-0.531220500252009|1|0|3.0139878107530107|37.10295865160115
28|3.3|0|1|1|0|-0.132926004697415|1|0|3.153496031858813|37.589296362537134
28|2.9|0|1|1|0|-0.718972289691751|0|1|2.948225118959598|36.875891398907825
27|3.2|0|1|1|0|-0.0525251982119321|0|1|3.1816575395207334|37.688240430738816
24|2.8|0|1|0|1|-0.7262582558291791|1|0|2.719942162216091|32.13059753311607
39|2.9|0|1|1|0|-0.890514777644249|1|0|2.8881399618574553|36.669642764957004
32|3.0|0|1|1|0|-0.45627816035232|0|1|3.040237414103301|37.19398396484878
35|3.9|0|1|1|0|1.20014743764468|1|0|3.6204236610884823|39.26389780214916
39|3.6|0|1|1|0|0.591173907151224|1|0|3.4071221595917915|38.48984677684942
25|3.5|0|1|0|1|0.762853400524268|1|0|3.241524359621349|33.733679090122585
39|3.4|0|1|1|0|0.44678994273318295|0|1|3.3565496554347427|38.30857313974195
43|3.8|0|1|1|0|1.06977603099923|1|0|3.5747592513937345|39.09688695515014
35|3.4|0|1|1|0|0.11628296645956801|1|0|3.2407849616274955|37.896829994486936
36|3.4|0|1|1|0|0.121858334041161|1|0|3.2427378121489068|37.90373891470459
40|3.3|0|1|1|0|0.24671232875130703|0|1|3.286469671098432|38.058786655583056
30|3.1|0|1|0|1|-0.057118441565967994|1|0|2.9543177466161317|32.84130245665395
31|3.2|0|1|0|1|0.19138087069637302|1|0|3.041358108425457|33.10922253848982
34|2.8|0|1|0|1|-0.339742880052385|0|1|2.8553245817737074|32.53922435326415
47|3.9|0|1|1|0|1.25018191422527|1|0|3.637948936731568|39.32818318882314
45|3.9|0|1|1|0|1.26143919104543|1|0|3.641891955480771|39.34266128178629
47|3.9|0|1|1|0|1.5701793783246398|0|1|3.7500325268216343|39.7418193853144
44|3.9|0|1|1|0|1.56335340988305|0|1|3.7476416358471445|39.732950730272584
47|3.6|0|1|1|0|0.6618340000243029|1|0|3.4318718459919713|38.578872674591075
42|3.7|0|1|1|0|0.842277742683228|1|0|3.495074792126007|38.807152385797
47|3.4|0|1|1|0|0.20827742551758902|1|0|3.2730073083533893|38.01098949683121
44|3.9|0|1|1|0|1.55604423698706|0|1|3.745081495750168|39.7234564649386
39|3.3|0|1|0|1|0.44973514287010796|1|0|3.131850307861594|33.390085453622056
48|3.4|0|1|1|0|0.505874047862063|0|1|3.3772446901242907|38.38264963003556
40|3.3|0|1|0|1|0.7244784821928429|0|1|3.2280830074278093|33.69137981257404
46|3.1|0|1|1|0|-0.18548798578937697|0|1|3.135085462388788|37.52475219594539
47|3.9|0|1|1|0|1.5359850282707501|0|1|3.7380554771733716|39.69741216894545
48|3.4|0|1|1|0|0.23857946968099103|1|0|3.2836210233916034|38.04866772426154
47|3.6|0|1|1|0|0.8816953015039991|0|1|3.5088813437424484|38.8571991026746
48|3.8|0|1|1|0|1.36469713443047|0|1|3.678059495222018|39.4757112360295
46|3.6|0|1|1|0|0.650617652938564|1|0|3.4279431634550512|38.56472726443329
48|3.7|0|1|1|0|1.14584116638723|0|1|3.6014021295770644|39.19424283523973
47|3.7|0|1|1|0|1.1186401666793502|0|1|3.591874598757785|39.15940042096428
43|3.9|0|1|1|0|1.5446733743873|0|1|3.741098691992054|39.70869076911739
45|3.1|0|1|0|1|0.323002468217667|0|1|3.087460414970596|33.252014964301985
44|3.6|0|1|1|0|0.9128063194315709|0|1|3.5197784131629604|38.89674494400388
46|3.3|0|1|1|0|0.0415996695057933|1|0|3.214626091694257|37.80440478624785
