race|sex|LSAT|UGPA|ZFYA|race_nonwhite|race_simpler
White|Male|27.7|3.0|-0.04|White|White
White|Female|30.5|3.3|0.49|White|White
Black|Female|31.0|3.6|0.76|NonWhite|Black
Black|Female|26.0|3.1|-1.13|NonWhite|Black
White|Male|31.5|3.0|-1.46|White|White
White|Male|45.0|3.1|1.33|White|White
White|Female|34.0|2.9|-0.26|White|White
White|Male|43.0|2.5|0.05|White|White
White|Male|36.0|2.9|0.32|White|White
White|Male|33.0|3.0|0.4|White|White
White|Male|34.0|3.0|-0.33|White|White
White|Male|34.0|3.1|-0.18|White|White
White|Female|33.0|3.3|0.72|White|White
White|Female|28.5|3.1|-0.33|White|White
White|Female|37.0|2.9|1.01|White|White
White|Female|31.0|2.8|1.71|White|White
White|Female|39.0|3.4|0.32|White|White
White|Female|32.0|2.7|-0.69|White|White
White|Male|33.5|2.8|1.02|White|White
White|Male|32.0|2.3|0.22|White|White
White|Female|36.0|3.3|0.61|White|White
White|Female|30.5|2.9|-0.37|White|White
White|Male|32.5|3.1|-1.31|White|White
White|Male|36.0|2.9|-0.59|White|White
Black|Female|23.5|2.6|-0.69|NonWhite|Black
White|Female|32.0|2.9|0.8|White|White
Black|Female|22.0|3.5|-0.37|NonWhite|Black
Black|Female|21.0|2.5|-1.13|NonWhite|Black
White|Female|33.0|3.7|0.38|White|White
Black|Female|32.5|2.5|-1.24|NonWhite|Black
Mexican|Female|29.0|2.9|-0.82|NonWhite|Latino
White|Male|35.0|2.7|0.32|White|White
Black|Female|25.0|2.4|-0.33|NonWhite|Black
White|Male|31.3|2.9|0.03|White|White
White|Male|29.7|3.1|-1.17|White|White
White|Male|30.0|2.8|-0.33|White|White
White|Female|33.5|2.9|0.0|White|White
White|Female|33.0|3.0|0.32|White|White
White|Male|27.0|3.4|1.55|White|White
Hispanic|Female|23.0|2.8|-1.77|NonWhite|Latino
White|Female|36.0|2.9|-0.44|White|White
White|Male|23.0|3.6|-1.42|White|White
White|Male|30.7|3.0|-0.15|White|White
White|Male|28.5|3.6|0.0|White|White
White|Male|26.0|2.5|-0.69|White|White
White|Female|33.0|4.0|-0.11|White|White
White|Female|31.0|3.4|-1.27|White|White
White|Male|31.0|3.5|1.16|White|White
White|Female|45.0|3.3|1.34|White|White
Black|Female|23.5|2.6|-1.16|NonWhite|Black
White|Female|30.0|3.4|1.56|White|White
Other|Male|33.0|2.8|-0.12|NonWhite|Other
White|Male|38.0|2.6|-0.33|White|White
White|Male|29.5|2.9|-0.55|White|White
White|Female|32.0|3.3|0.9|White|White
White|Male|34.0|2.8|1.92|White|White
Black|Female|22.0|2.8|-0.05|NonWhite|Black
Other|Female|25.5|3.0|-0.91|NonWhite|Other
White|Female|32.0|3.9|1.31|White|White
White|Female|40.0|3.9|0.83|White|White
White|Female|24.5|2.4|-0.71|White|White
White|Female|36.0|3.4|1.45|White|White
White|Female|31.0|3.2|-1.2|White|White
Hispanic|Male|27.0|3.0|-0.94|NonWhite|Latino
White|Male|32.0|3.1|0.36|White|White
White|Male|31.0|3.0|0.87|White|White
White|Female|33.0|3.4|-0.15|White|White
White|Female|32.0|2.9|0.11|White|White
White|Male|33.0|2.9|0.07|White|White
White|Female|32.0|3.1|-0.97|White|White
White|Female|28.3|3.3|1.02|White|White
White|Female|38.0|3.5|2.36|White|White
White|Male|27.5|2.9|-0.33|White|White
White|Male|31.0|3.0|0.4|White|White
White|Female|32.5|3.0|1.49|White|White
White|Male|27.3|3.2|1.09|White|White
Black|Female|24.0|2.8|-1.1|NonWhite|Black
White|Female|32.0|3.0|-0.51|White|White
Black|Female|28.0|3.8|-1.46|NonWhite|Black
White|Female|40.0|2.6|1.22|White|White
White|Male|32.0|2.7|1.16|White|White
White|Female|32.5|3.1|0.47|White|White
White|Female|35.0|3.0|0.22|White|White
White|Female|39.0|2.9|0.8|White|White
White|Male|31.0|3.2|0.9|White|White
White|Female|40.0|3.4|1.34|White|White
White|Male|32.0|3.0|-0.33|White|White
White|Female|35.0|3.9|1.55|White|White
White|Male|42.0|3.1|-0.2|White|White
White|Male|42.0|2.9|-0.24|White|White
White|Female|39.0|3.6|1.22|White|White
Mexican|Female|25.0|3.5|0.0|NonWhite|Latino
White|Male|39.0|3.4|-0.17|White|White
White|Female|43.0|3.8|1.01|White|White
White|Female|35.0|3.4|0.3|White|White
White|Female|35.5|3.4|-1.15|White|White
White|Male|40.0|3.3|0.94|White|White
Black|Female|33.0|2.8|-0.28|NonWhite|Black
Mexican|Male|33.0|2.8|-0.38|NonWhite|Latino
Mexican|Male|32.0|2.9|-1.68|NonWhite|Latino
Black|Male|30.0|2.7|-1.07|NonWhite|Black
Mexican|Male|33.0|3.4|-0.49|NonWhite|Latino
Hispanic|Female|30.0|2.9|-1.16|NonWhite|Latino
Mexican|Female|29.7|3.1|-0.85|NonWhite|Latino
Hispanic|Female|31.0|3.2|-1.26|NonWhite|Latino
White|Female|39.0|3.7|-1.32|White|White
Amerindian|Male|31.0|2.6|-1.05|NonWhite|Other
Black|Male|34.0|2.8|-1.15|NonWhite|Black
Mexican|Female|32.0|2.8|-1.32|NonWhite|Latino
Black|Male|33.0|3.0|-1.72|NonWhite|Black
White|Female|47.0|3.9|0.22|White|White
White|Female|45.0|3.9|1.81|White|White
White|Male|47.0|3.9|0.79|White|White
White|Male|48.0|3.7|-0.04|White|White
White|Female|45.0|3.7|-0.43|White|White
White|Female|39.5|3.6|-0.69|White|White
White|Male|44.0|3.9|-1.08|White|White
White|Female|44.0|3.4|0.88|White|White
White|Female|47.0|3.7|1.39|White|White
White|Male|45.0|3.6|0.45|White|White
Asian|Female|45.0|3.6|0.37|NonWhite|Asian
White|Female|47.0|3.6|-1.1|White|White
White|Female|42.0|3.7|-0.43|White|White
White|Male|46.0|3.5|-0.18|White|White
White|Male|47.0|3.6|0.37|White|White
White|Female|47.0|3.4|-0.33|White|White
White|Male|48.0|3.3|0.95|White|White
White|Male|47.0|3.7|-0.15|White|White
Asian|Male|47.0|3.6|-0.93|NonWhite|Asian
White|Male|44.0|3.9|-1.01|White|White
White|Male|44.0|4.0|0.56|White|White
Hispanic|Female|39.0|3.3|-1.53|NonWhite|Latino
White|Male|48.0|3.4|0.83|White|White
White|Female|45.0|3.8|-2.08|White|White
White|Male|46.0|3.7|2.64|White|White
Puertorican|Male|39.5|3.3|-1.62|NonWhite|Latino
White|Male|46.0|3.1|1.0|White|White
White|Male|47.0|3.9|-0.83|White|White
White|Female|48.0|3.4|1.38|White|White
White|Male|47.0|3.6|1.15|White|White
White|Female|45.0|3.9|0.05|White|White
White|Male|48.0|3.8|-0.89|White|White
White|Female|46.0|3.6|-0.07|White|White
White|Male|48.0|3.7|1.77|White|White
White|Male|47.0|3.4|1.31|White|White
White|Male|47.0|3.7|-0.28|White|White
White|Male|43.0|3.9|0.44|White|White
Asian|Male|45.0|3.1|-0.51|NonWhite|Asian
White|Male|44.0|3.6|-0.67|White|White
White|Female|45.0|3.4|0.66|White|White
White|Male|47.0|4.0|-0.78|White|White
White|Female|46.0|3.3|-0.77|White|White
White|Female|44.0|3.3|-1.55|White|White
White|Female|45.0|3.7|-1.36|White|White
White|Female|44.0|3.9|-0.88|White|White
White|Male|47.0|3.8|0.25|White|White
White|Female|45.0|3.4|0.14|White|White
White|Female|42.0|3.6|-1.62|White|White
White|Female|45.0|3.9|-0.66|White|White
White|Female|47.0|3.6|0.98|White|White
White|Female|40.5|4.0|-0.68|White|White
White|Male|47.0|3.6|0.75|White|White
White|Male|44.0|3.8|0.39|White|White
White|Male|46.0|3.3|0.42|White|White
White|Female|48.0|3.2|0.21|White|White
White|Male|45.0|3.8|0.11|White|White
Asian|Female|45.0|3.6|-0.06|NonWhite|Asian
Hispanic|Female|48.0|3.0|0.55|NonWhite|Latino
White|Female|45.0|3.1|0.92|White|White
White|Male|47.0|3.5|0.47|White|White
White|Male|48.0|3.4|0.29|White|White
White|Male|47.0|3.7|-0.32|White|White
White|Female|46.0|3.9|1.76|White|White
White|Male|48.0|3.6|1.16|White|White
Asian|Male|46.0|3.9|-0.97|NonWhite|Asian
White|Female|44.0|3.6|-0.64|White|White
White|Male|48.0|3.8|-0.03|White|White
White|Female|47.0|3.9|1.39|White|White
Black|Female|41.0|2.6|-0.06|NonWhite|Black
White|Male|46.0|3.7|1.41|White|White
Black|Female|40.0|2.9|-2.44|NonWhite|Black
White|Female|48.0|3.7|0.26|White|White
White|Male|48.0|3.7|-0.14|White|White
White|Male|46.0|3.8|1.55|White|White
White|Male|43.0|3.6|0.63|White|White
White|Male|46.0|3.5|-1.33|White|White
White|Male|46.0|3.6|-1.27|White|White
Other|Male|48.0|3.9|1.89|NonWhite|Other
White|Female|47.0|3.9|0.52|White|White
Black|Male|43.0|3.0|-0.92|NonWhite|Black
White|Female|41.0|3.6|-0.84|White|White
White|Male|47.0|3.5|0.27|White|White
White|Female|42.0|3.7|0.51|White|White
White|Male|45.0|4.0|1.4|White|White
White|Female|48.0|3.7|1.09|White|White
Asian|Female|45.0|3.7|0.82|NonWhite|Asian
White|Female|46.0|3.7|0.56|White|White
Black|Male|40.0|3.5|-0.81|NonWhite|Black
White|Male|46.0|3.5|0.35|White|White
White|Male|47.0|3.6|-0.89|White|White
White|Female|45.0|4.0|-0.49|White|White
White|Male|44.0|4.1|1.03|White|White
White|Female|46.0|3.6|-0.14|White|White
White|Female|47.0|3.7|0.1|White|White
White|Female|47.0|3.7|0.83|White|White
Black|Male|39.0|3.4|-1.79|NonWhite|Black
White|Female|47.0|3.9|0.01|White|White
White|Female|42.0|3.8|-0.48|White|White
White|Male|47.0|2.8|0.29|White|White
White|Male|47.0|3.8|0.5|White|White
White|Male|44.0|3.4|1.09|White|White
Black|Male|33.0|3.7|-3.21|NonWhite|Black
White|Male|46.0|3.9|1.04|White|White
White|Male|47.0|3.6|0.62|White|White
White|Female|45.0|3.6|-0.57|White|White
White|Male|41.0|3.7|0.15|White|White
White|Female|45.0|3.5|-0.96|White|White
White|Male|46.0|3.7|-0.16|White|White
White|Female|46.0|3.1|-0.55|White|White
White|Male|46.0|3.5|-1.43|White|White
White|Male|44.0|3.6|0.82|White|White
White|Female|45.0|3.6|0.49|White|White
White|Male|45.0|3.9|-0.78|White|White
White|Female|44.0|3.6|0.42|White|White
White|Male|44.0|3.9|1.07|White|White
White|Male|44.0|4.0|0.42|White|White
Black|Female|41.0|3.2|1.0|NonWhite|Black
White|Female|46.0|3.7|-0.98|White|White
Black|Female|31.0|3.6|-0.83|NonWhite|Black
Black|Male|42.0|3.0|-2.25|NonWhite|Black
White|Female|43.0|3.0|-0.59|White|White
White|Male|43.0|3.9|-0.01|White|White
Black|Female|42.0|2.8|0.02|NonWhite|Black
White|Female|44.0|3.7|0.58|White|White
Hispanic|Male|43.0|3.5|0.52|NonWhite|Latino
White|Male|47.0|3.5|-1.3|White|White
Black|Male|38.0|3.0|0.04|NonWhite|Black
White|Male|44.0|3.8|0.37|White|White
White|Male|46.0|3.8|1.02|White|White
Black|Female|38.0|3.7|-1.44|NonWhite|Black
White|Male|47.0|3.6|-0.25|White|White
White|Female|29.0|3.3|-0.44|White|White
Other|Male|35.0|2.9|0.85|NonWhite|Other
White|Male|37.0|3.5|0.92|White|White
White|Male|33.0|3.5|-0.24|White|White
White|Male|33.0|2.9|1.09|White|White
White|Male|36.0|3.6|1.95|White|White
White|Male|45.0|3.8|-0.29|White|White
White|Male|42.0|2.2|-1.03|White|White
White|Female|42.0|3.3|0.92|White|White
White|Male|45.0|3.0|0.64|White|White
White|Female|42.0|3.1|-0.66|White|White
White|Female|30.5|3.5|0.73|White|White
White|Male|42.0|3.4|0.24|White|White
White|Female|45.0|3.4|0.17|White|White
White|Female|42.0|3.4|-0.79|White|White
White|Male|44.0|3.4|-0.1|White|White
Black|Female|36.0|2.7|-1.17|NonWhite|Black
White|Male|43.5|3.5|0.74|White|White
Asian|Male|32.5|3.1|-1.36|NonWhite|Asian
White|Male|40.0|3.7|-0.05|White|White
White|Male|48.0|3.3|0.97|White|White
White|Male|40.0|3.8|0.65|White|White
White|Male|42.0|3.3|-0.52|White|White
White|Male|41.0|3.2|-1.17|White|White
White|Male|45.0|3.4|0.83|White|White
Asian|Female|35.0|3.2|-1.25|NonWhite|Asian
White|Male|37.0|3.6|0.63|White|White
White|Male|36.0|2.5|-0.59|White|White
White|Male|28.0|3.1|-0.44|White|White
White|Male|38.0|4.0|0.61|White|White
Puertorican|Male|32.0|1.9|-1.9|NonWhite|Latino
White|Female|44.0|4.0|1.62|White|White
Hispanic|Male|29.0|3.0|-0.11|NonWhite|Latino
Amerindian|Male|26.0|3.4|-0.99|NonWhite|Other
Amerindian|Male|24.0|2.6|-0.8|NonWhite|Other
White|Female|40.0|3.5|2.34|White|White
White|Male|38.0|3.8|0.45|White|White
White|Male|40.0|3.7|0.85|White|White
White|Male|42.0|3.0|1.46|White|White
White|Male|42.0|3.7|1.34|White|White
White|Female|38.0|3.8|0.54|White|White
White|Male|38.0|3.5|-0.33|White|White
White|Male|42.0|3.2|-0.52|White|White
White|Male|44.0|3.0|-0.05|White|White
Black|Male|19.3|3.2|-1.65|NonWhite|Black
White|Female|41.0|3.8|0.48|White|White
White|Female|36.0|3.9|0.86|White|White
White|Male|45.0|3.1|1.3|White|White
White|Female|38.0|3.9|0.81|White|White
White|Male|45.0|3.6|0.98|White|White
White|Male|42.0|3.5|0.24|White|White
White|Male|38.0|3.8|1.6|White|White
White|Male|39.0|3.8|0.15|White|White
White|Male|46.0|2.9|0.46|White|White
White|Female|35.0|3.9|0.32|White|White
White|Female|46.0|3.3|-0.12|White|White
White|Female|38.0|3.6|-0.05|White|White
White|Male|35.0|3.9|0.8|White|White
White|Male|40.0|3.9|0.91|White|White
White|Female|41.0|4.2|0.85|White|White
White|Female|41.0|3.4|1.02|White|White
White|Male|42.0|4.0|-0.29|White|White
Black|Male|39.0|2.4|-0.06|NonWhite|Black
Black|Female|27.0|2.9|-1.95|NonWhite|Black
Asian|Female|33.5|3.5|-0.44|NonWhite|Asian
White|Female|36.0|3.9|0.92|White|White
White|Male|38.0|3.8|1.52|White|White
White|Female|44.0|3.7|1.02|White|White
White|Female|43.0|3.3|0.44|White|White
Black|Male|22.0|2.5|-1.54|NonWhite|Black
White|Female|46.0|3.3|1.27|White|White
Mexican|Male|26.0|2.7|-2.17|NonWhite|Latino
White|Male|42.0|3.2|-0.28|White|White
White|Male|36.0|3.7|-0.02|White|White
White|Male|39.0|3.3|-0.6|White|White
White|Male|38.0|3.6|-0.21|White|White
Black|Female|27.0|3.4|-1.39|NonWhite|Black
White|Male|40.0|3.7|1.23|White|White
Black|Female|28.0|3.7|-1.8|NonWhite|Black
White|Male|38.0|3.3|-1.02|White|White
White|Female|36.0|3.9|-0.63|White|White
White|Male|43.0|3.5|1.07|White|White
White|Female|36.0|3.8|-0.34|White|White
White|Female|39.0|3.6|0.96|White|White
White|Male|41.0|4.0|2.02|White|White
White|Male|44.0|3.3|-0.06|White|White
White|Female|41.0|2.8|-0.24|White|White
White|Male|39.0|3.5|1.44|White|White
White|Male|40.0|3.4|0.1|White|White
White|Male|38.0|3.9|-0.16|White|White
White|Male|37.0|3.8|0.06|White|White
White|Male|37.0|3.7|0.41|White|White
White|Male|40.0|3.6|0.61|White|White
White|Female|40.0|3.9|0.13|White|White
White|Male|38.0|3.9|1.63|White|White
White|Female|43.0|3.4|-0.04|White|White
Black|Female|35.0|2.9|-0.02|NonWhite|Black
White|Male|37.0|4.0|-0.25|White|White
White|Male|40.0|3.9|1.02|White|White
Black|Female|25.0|2.9|-1.11|NonWhite|Black
White|Female|45.0|4.0|1.95|White|White
White|Male|44.0|3.4|-0.5|White|White
White|Female|41.0|3.4|-0.35|White|White
White|Female|39.0|3.5|-1.03|White|White
White|Male|40.0|3.4|0.05|White|White
White|Male|41.0|3.3|1.18|White|White
White|Female|38.0|3.7|-0.28|White|White
White|Female|28.0|3.7|-1.28|White|White
Asian|Male|38.0|2.9|-0.58|NonWhite|Asian
Black|Female|34.0|2.9|-1.62|NonWhite|Black
White|Male|39.0|3.7|0.37|White|White
White|Male|42.0|3.8|-0.69|White|White
White|Male|34.0|3.6|-0.42|White|White
Mexican|Female|40.0|3.5|-0.22|NonWhite|Latino
White|Female|45.0|3.8|-0.86|White|White
White|Male|41.0|3.3|-0.19|White|White
White|Female|37.5|4.0|0.61|White|White
White|Female|41.0|3.9|0.46|White|White
White|Female|40.0|3.4|0.88|White|White
Black|Male|34.0|2.3|-0.54|NonWhite|Black
Asian|Female|34.0|3.3|-0.76|NonWhite|Asian
Black|Male|31.5|2.6|-0.75|NonWhite|Black
Other|Female|40.0|3.1|-1.31|NonWhite|Other
White|Female|40.0|3.8|-0.02|White|White
White|Female|41.0|3.6|0.32|White|White
White|Female|42.0|3.7|1.29|White|White
White|Female|43.0|3.8|1.15|White|White
White|Female|37.0|3.6|-0.21|White|White
Mexican|Female|26.5|3.0|-1.54|NonWhite|Latino
Mexican|Female|32.0|2.7|-1.04|NonWhite|Latino
White|Male|44.0|3.8|1.9|White|White
White|Male|42.0|3.8|0.91|White|White
White|Female|46.0|3.8|1.33|White|White
White|Female|41.0|4.0|0.13|White|White
White|Female|40.0|3.4|0.09|White|White
White|Female|38.0|3.8|0.39|White|White
White|Female|41.0|3.9|0.46|White|White
Black|Male|34.0|2.0|-1.22|NonWhite|Black
White|Male|42.0|3.1|-0.56|White|White
White|Male|39.0|3.6|-0.69|White|White
White|Male|43.0|3.6|-0.28|White|White
White|Female|32.5|3.8|-0.16|White|White
Black|Female|34.0|2.7|-1.47|NonWhite|Black
White|Male|42.0|3.6|0.87|White|White
White|Male|44.0|3.7|0.94|White|White
White|Female|37.0|3.8|-0.52|White|White
White|Female|39.0|3.6|0.0|White|White
White|Male|42.0|3.4|-0.97|White|White
White|Male|46.0|3.3|0.24|White|White
White|Male|33.0|3.5|0.35|White|White
White|Female|42.0|3.6|0.94|White|White
White|Female|40.0|3.2|-1.23|White|White
White|Male|42.0|3.0|0.78|White|White
White|Male|31.0|2.1|-0.66|White|White
White|Male|43.0|3.6|0.95|White|White
White|Male|34.0|3.6|-0.07|White|White
White|Male|36.0|3.7|-0.34|White|White
White|Female|36.0|3.4|-0.09|White|White
White|Female|39.0|4.0|0.82|White|White
White|Female|30.0|2.7|0.22|White|White
White|Male|39.0|3.5|-0.04|White|White
White|Female|44.0|3.3|0.34|White|White
White|Male|42.0|3.5|0.85|White|White
Black|Male|35.0|3.0|-0.85|NonWhite|Black
White|Male|41.0|4.0|1.64|White|White
Mexican|Male|22.0|2.9|-1.31|NonWhite|Latino
White|Female|36.0|3.9|0.19|White|White
White|Female|37.0|3.9|1.91|White|White
White|Male|42.0|3.9|-0.49|White|White
White|Male|42.5|3.7|1.02|White|White
White|Male|46.0|3.5|-0.39|White|White
White|Male|40.0|3.5|-1.57|White|White
White|Male|41.0|3.5|1.0|White|White
Asian|Male|36.0|3.9|-0.08|NonWhite|Asian
White|Male|39.5|3.3|1.02|White|White
Amerindian|Male|41.0|3.0|0.42|NonWhite|Other
White|Female|40.0|3.4|0.85|White|White
White|Male|46.0|3.2|0.83|White|White
White|Male|48.0|2.9|1.26|White|White
White|Female|42.0|3.3|-0.25|White|White
Puertorican|Male|41.0|2.5|-1.6|NonWhite|Latino
White|Female|38.5|3.2|-0.13|White|White
Black|Female|30.0|3.4|-2.03|NonWhite|Black
White|Male|42.0|3.4|0.4|White|White
White|Female|41.0|3.8|1.05|White|White
White|Female|38.0|3.7|-1.02|White|White
White|Female|41.0|2.7|-0.18|White|White
White|Male|33.0|3.1|-0.8|White|White
Asian|Male|42.0|2.7|0.81|NonWhite|Asian
White|Female|42.0|3.4|0.16|White|White
White|Male|42.0|3.6|-0.8|White|White
White|Female|44.0|3.0|1.43|White|White
White|Male|47.0|2.8|1.12|White|White
White|Female|42.0|3.3|1.02|White|White
White|Male|43.0|3.4|1.77|White|White
White|Male|44.0|3.3|1.55|White|White
White|Female|35.0|2.9|0.45|White|White
White|Male|41.0|3.6|0.33|White|White
White|Female|40.0|3.7|-1.45|White|White
White|Female|42.0|3.5|1.0|White|White
White|Female|40.0|3.6|0.33|White|White
White|Female|37.0|3.1|-0.73|White|White
White|Female|42.0|3.6|1.05|White|White
White|Female|38.0|3.7|0.57|White|White
White|Female|39.0|3.5|-0.44|White|White
White|Male|39.0|3.2|0.45|White|White
White|Male|41.0|3.2|-0.75|White|White
White|Female|47.0|2.8|1.43|White|White
White|Male|41.0|3.0|0.13|White|White
Other|Female|34.0|3.2|-1.09|NonWhite|Other
White|Male|37.0|3.6|0.18|White|White
White|Male|40.0|3.4|0.16|White|White
White|Male|42.0|3.3|0.23|White|White
White|Male|41.0|3.1|-0.71|White|White
White|Female|41.0|3.2|0.97|White|White
White|Female|40.0|2.7|-1.76|White|White
White|Female|47.0|3.0|0.78|White|White
White|Male|42.0|3.3|1.46|White|White
White|Female|43.0|3.2|0.73|White|White
White|Male|41.0|2.8|-0.39|White|White
White|Female|39.5|3.4|-1.02|White|White
White|Male|41.0|3.4|-0.23|White|White
White|Female|38.0|3.5|-0.32|White|White
Hispanic|Female|34.0|3.6|-0.85|NonWhite|Latino
White|Female|42.0|3.7|0.4|White|White
Hispanic|Female|43.0|2.9|0.81|NonWhite|Latino
White|Female|38.5|3.5|0.3|White|White
White|Female|38.0|3.7|-0.32|White|White
Asian|Male|38.0|2.9|-0.75|NonWhite|Asian
White|Male|40.0|3.4|0.25|White|White
White|Male|47.0|2.9|0.71|White|White
White|Male|41.0|3.4|0.04|White|White
White|Female|39.0|3.4|1.62|White|White
White|Male|43.0|2.5|-0.2|White|White
Puertorican|Female|42.0|3.2|0.3|NonWhite|Latino
White|Female|39.5|3.5|-1.28|White|White
White|Male|39.0|3.1|-0.01|White|White
White|Male|43.0|3.2|0.85|White|White
Black|Female|29.0|2.5|-1.26|NonWhite|Black
White|Male|30.0|3.9|0.42|White|White
White|Female|40.0|3.6|-0.37|White|White
White|Female|41.0|3.7|-1.33|White|White
White|Male|42.0|3.5|0.25|White|White
White|Male|44.0|3.5|0.49|White|White
White|Male|41.0|3.7|0.47|White|White
White|Female|39.5|3.6|-0.44|White|White
White|Male|43.0|3.1|0.47|White|White
White|Male|40.0|3.7|-2.51|White|White
White|Male|38.0|3.8|0.9|White|White
Asian|Male|39.0|3.3|-0.92|NonWhite|Asian
White|Female|30.0|3.7|-1.81|White|White
White|Male|40.0|3.0|-0.61|White|White
White|Female|39.0|3.2|-0.08|White|White
White|Female|36.0|3.6|0.33|White|White
White|Male|40.0|3.7|-0.8|White|White
Black|Male|39.0|2.7|-1.38|NonWhite|Black
Black|Female|28.5|2.5|-1.19|NonWhite|Black
White|Female|35.0|3.3|-0.15|White|White
White|Female|38.0|3.6|-0.44|White|White
White|Female|39.0|4.0|1.67|White|White
White|Male|41.0|3.2|1.46|White|White
Black|Female|32.0|2.8|-2.1|NonWhite|Black
White|Female|42.0|3.2|-0.73|White|White
White|Male|44.0|3.3|0.23|White|White
White|Male|40.0|3.5|-0.42|White|White
White|Female|45.0|3.3|1.24|White|White
White|Male|44.0|3.2|0.69|White|White
White|Male|46.0|3.2|-0.3|White|White
Black|Male|33.0|3.1|0.57|NonWhite|Black
White|Female|38.0|3.8|0.11|White|White
White|Male|40.0|3.1|-0.37|White|White
White|Male|37.5|3.0|-0.54|White|White
White|Male|44.0|3.3|0.66|White|White
White|Male|40.0|3.4|0.73|White|White
White|Female|44.0|3.2|-0.88|White|White
Asian|Male|42.0|2.9|1.31|NonWhite|Asian
Black|Female|27.5|3.6|0.35|NonWhite|Black
White|Female|43.0|3.4|0.23|White|White
White|Male|43.0|3.4|2.03|White|White
White|Female|40.0|3.6|0.54|White|White
White|Male|37.0|3.3|0.54|White|White
White|Male|39.0|3.3|-0.56|White|White
White|Female|34.5|2.9|0.13|White|White
White|Female|30.0|3.9|-1.12|White|White
White|Male|38.0|3.5|-1.93|White|White
White|Female|39.0|2.5|-1.04|White|White
White|Male|40.0|3.3|1.31|White|White
White|Male|37.0|3.4|-1.21|White|White
Other|Male|40.5|3.4|0.83|NonWhite|Other
White|Male|40.0|2.8|-0.3|White|White
White|Female|36.0|3.5|1.5|White|White
White|Female|38.0|3.6|0.57|White|White
White|Female|38.0|3.1|-1.69|White|White
White|Female|39.0|2.8|-0.44|White|White
White|Female|40.0|3.6|0.81|White|White
White|Male|30.0|2.3|0.01|White|White
White|Male|40.0|3.3|-1.5|White|White
White|Female|42.0|3.8|1.29|White|White
White|Female|42.0|3.4|-0.32|White|White
White|Male|42.0|3.1|2.39|White|White
White|Male|37.0|3.3|-1.15|White|White
White|Male|41.0|3.5|0.51|White|White
White|Male|42.0|3.3|-0.2|White|White
White|Female|40.0|3.6|0.23|White|White
Black|Female|30.0|2.3|-0.95|NonWhite|Black
White|Female|33.0|3.4|-1.0|White|White
Black|Male|35.0|3.0|0.88|NonWhite|Black
White|Male|44.0|4.0|-0.67|White|White
White|Female|47.0|3.4|-0.6|White|White
White|Male|44.0|4.0|0.24|White|White
White|Male|39.0|3.8|-0.98|White|White
White|Male|48.0|3.4|0.7|White|White
White|Male|43.0|3.3|-1.06|White|White
White|Male|42.0|3.6|1.54|White|White
White|Female|45.0|3.7|-0.07|White|White
Asian|Male|41.0|3.3|1.39|NonWhite|Asian
White|Female|41.0|3.5|-0.83|White|White
White|Female|45.0|3.5|-0.07|White|White
White|Male|46.0|3.6|1.85|White|White
White|Female|47.0|3.5|0.47|White|White
White|Female|46.0|3.7|0.08|White|White
White|Male|44.0|3.6|1.46|White|White
White|Male|42.0|3.3|0.77|White|White
White|Female|44.0|3.3|-0.15|White|White
White|Female|48.0|3.7|0.54|White|White
White|Female|46.0|3.6|-0.15|White|White
White|Male|40.0|3.8|0.93|White|White
White|Male|42.0|3.5|-0.52|White|White
Mexican|Female|40.0|3.7|-0.07|NonWhite|Latino
White|Male|44.0|3.6|-1.44|White|White
White|Male|45.0|3.4|-0.15|White|White
White|Male|41.0|3.9|-0.15|White|White
White|Male|41.0|3.7|0.85|White|White
White|Female|41.0|3.4|0.85|White|White
White|Male|44.0|3.4|0.93|White|White
White|Female|44.0|3.7|0.54|White|White
White|Male|45.0|3.3|0.08|White|White
White|Male|42.0|3.4|0.08|White|White
White|Male|45.0|3.6|1.16|White|White
White|Male|45.0|3.4|1.99|White|White
White|Male|47.0|3.3|0.24|White|White
White|Female|48.0|3.6|0.08|White|White
White|Male|43.0|3.8|0.7|White|White
White|Male|43.0|4.1|1.77|White|White
White|Female|44.0|3.4|-1.44|White|White
White|Male|41.0|3.7|-0.21|White|White
White|Male|42.0|3.5|0.47|White|White
White|Female|45.0|3.4|0.62|White|White
White|Male|43.0|3.9|-0.07|White|White
Asian|Female|44.0|3.4|0.77|NonWhite|Asian
White|Female|48.0|3.8|0.54|White|White
White|Female|44.0|3.8|0.39|White|White
White|Female|40.0|3.9|-0.07|White|White
White|Male|40.0|3.8|0.62|White|White
Black|Male|39.0|2.5|-1.9|NonWhite|Black
White|Female|36.0|3.5|-1.9|White|White
Black|Male|28.5|3.6|-1.36|NonWhite|Black
White|Female|47.0|3.4|-0.75|White|White
White|Male|42.0|3.1|0.51|White|White
Black|Male|33.0|3.3|-1.36|NonWhite|Black
White|Male|46.0|3.7|0.7|White|White
White|Female|47.0|3.2|-0.15|White|White
Black|Female|39.0|3.5|-1.44|NonWhite|Black
White|Female|36.5|3.6|0.39|White|White
Amerindian|Male|30.5|3.6|-1.29|NonWhite|Other
Other|Male|44.0|3.6|-0.21|NonWhite|Other
White|Female|43.0|3.7|1.0|White|White
White|Male|43.0|3.5|1.77|White|White
White|Female|42.0|3.7|-1.06|White|White
Black|Female|30.0|3.6|-0.67|NonWhite|Black
